Assay	UniProt	MR_outcomes	Beta
IL1RN	P18510	Omega-6 fatty acids	0.0878
IL1RN	P18510	Remnant cholesterol	0.104
IL1RN	P18510	Total cholesterol levels	0.0729
IL1RN	P18510	Triglycerides	0.0561
IL1RN	P18510	Very low-density lipoprotein cholesterol	0.0995
IL1RN	P18510	Albumin	0.107
IL1RN	P18510	Apolipoprotein A1	0.0336
IL1RN	P18510	Apolipoprotein B	0.0457
IL1RN	P18510	C-reactive protein	-0.188
IL1RN	P18510	Concentration of intermediate-density lipoprotein particles	0.0842
IL1RN	P18510	Gout	-0.00528
IL1RN	P18510	Linoleic acid	0.0748
IL1RN	P18510	Low density lipoprotein cholesterol levels	0.0435
IL1RN	P18510	Non-HDL cholesterol levels	0.0541
IL1RN	P18510	Omega-6 fatty acids	0.0739
IL1RN	P18510	Polyunsaturated fatty acids	0.0707
IL1RN	P18510	Remnant cholesterol	0.0872
IL1RN	P18510	Total cholesterol levels	0.0613
IL1RN	P18510	Triglycerides	0.0472
IL1RN	P18510	Very low-density lipoprotein cholesterol	0.0838
IL1RN	P18510	Albumin	0.106
IL1RN	P18510	Apolipoprotein A1	0.0334
IL1RN	P18510	Apolipoprotein B	0.0454
IL1RN	P18510	C-reactive protein	-0.187
IL1RN	P18510	Concentration of intermediate-density lipoprotein particles	0.0837
IL1RN	P18510	Gout	-0.00525
IL1RN	P18510	Linoleic acid	0.0743
IL1RN	P18510	Low density lipoprotein cholesterol levels	0.0433
IL1RN	P18510	Non-HDL cholesterol levels	0.0538
IL1RN	P18510	Omega-6 fatty acids	0.0735
IL1RN	P18510	Remnant cholesterol	0.0867
IL1RN	P18510	Total cholesterol levels	0.061
IL1RN	P18510	Triglycerides	0.0469
IL1RN	P18510	Very low-density lipoprotein cholesterol	0.0833
IL23R	Q5VWK5	Crohn's disease	-1.08
IL23R	Q5VWK5	Inflammatory bowel disease	-0.686
IL2RB	P14784	Hypothyroidism/myxoedema	-0.0127
IL2RB	P14784	Type 1 diabetes	-0.5
IL2RB	P14784	Hypothyroidism/myxoedema	-0.0203
IL2RB	P14784	Type 1 diabetes	-0.798
IL32	P24001	Non-HDL cholesterol levels	0.0289
IL2RA	P01589	Multiple sclerosis	0.818
IL6R	P08887	Liver volume	0.0449
IL6R	P08887	Coronary artery disease	-0.0682
IL6R	P08887	Diastolic blood pressure	-0.0756
IL6R	P08887	Liver volume	0.0396
IL6ST	P40189	Height	-0.0179
IL6ST	P40189	Height	-0.0309
IL6ST	P40189	Height	-0.0251
IL6ST	P40189	Height	-0.0448
IL7R	P16871	Hayfever/allergic rhinitis	-0.0136
IL7R	P16871	Hypothyroidism/myxoedema	0.016
IL7R	P16871	Asthma	0.00618
IL7R	P16871	Hypothyroidism/myxoedema	0.00348
IMPA1	P29218	Triglycerides	0.0353
IMPA1	P29218	Triglycerides	0.0472
INHBB	P09529	Apolipoprotein A1	0.0235
INHBB	P09529	Apolipoprotein B	-0.058
INHBB	P09529	C-reactive protein	0.0173
INHBB	P09529	Creatinine	0.0579
INHBB	P09529	Descending aorta diameter	-0.0492
INHBB	P09529	Glomerular filtration rate (estimated)	-0.00688
INHBB	P09529	Height	-0.0204
INHBB	P09529	IGF-1	-0.0541
INHBB	P09529	Liver volume	-0.0791
INHBB	P09529	Low density lipoprotein cholesterol levels	-0.0542
INHBB	P09529	Non-HDL cholesterol levels	-0.0561
INHBB	P09529	Total cholesterol levels	-0.047
INHBB	P09529	Two hour glucose	0.0864
INHBB	P09529	Urate	0.0705
INHBB	P09529	Apolipoprotein A1	0.0267
INHBB	P09529	Creatinine	0.0704
INHBB	P09529	Glomerular filtration rate (estimated)	-0.00826
INHBB	P09529	IGF-1	-0.0658
INHBB	P09529	Liver volume	-0.0905
INHBB	P09529	Two hour glucose	0.098
INHBB	P09529	Urate	0.0864
INHBB	P09529	Apolipoprotein A1	0.0328
INHBB	P09529	Apolipoprotein B	-0.081
INHBB	P09529	Creatinine	0.0809
INHBB	P09529	Descending aorta diameter	-0.0688
INHBB	P09529	Glomerular filtration rate (estimated)	-0.00961
INHBB	P09529	Height	-0.0285
INHBB	P09529	IGF-1	-0.0756
INHBB	P09529	Liver volume	-0.11
INHBB	P09529	Low density lipoprotein cholesterol levels	-0.0757
INHBB	P09529	Non-HDL cholesterol levels	-0.0783
INHBB	P09529	Total cholesterol levels	-0.0656
INHBB	P09529	Two hour glucose	0.121
INHBB	P09529	Urate	0.0984
INHBB	P09529	Apolipoprotein A1	0.0272
INHBB	P09529	Apolipoprotein B	-0.067
INHBB	P09529	Creatinine	0.0681
INHBB	P09529	Descending aorta diameter	-0.0576
INHBB	P09529	Glomerular filtration rate (estimated)	-0.00795
INHBB	P09529	High density lipoprotein cholesterol levels	0.0139
INHBB	P09529	IGF-1	-0.0611
INHBB	P09529	Liver volume	-0.0935
INHBB	P09529	Low density lipoprotein cholesterol levels	-0.0626
INHBB	P09529	Non-HDL cholesterol levels	-0.0648
INHBB	P09529	Total cholesterol levels	-0.0543
INHBB	P09529	Triglycerides	-0.0167
INHBB	P09529	Two hour glucose	0.0998
INHBB	P09529	Type 2 diabetes	0.0823
INHBB	P09529	Urate	0.0803
INSR	P06213	IGF-1	-0.112
INSR	P06213	WHR	0.0603
INSR	P06213	Apolipoprotein A1	-0.162
INSR	P06213	Fasting insulin	-0.326
INSR	P06213	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.548
INSR	P06213	Non-HDL cholesterol levels	0.152
INSR	P06213	WHR	0.189
IPCEF1	Q8WWN9	Asthma	-0.0436
IRF3	Q14653	Apolipoprotein A1	-0.0157
IRF3	Q14653	Basal cell carcinoma	-0.114
IRF3	Q14653	Cognitive performance	-0.0343
IRF3	Q14653	Forced expiratory volume in 1-second (FEV1)	-0.0173
IRF3	Q14653	Height	-0.0198
IRF3	Q14653	Schizophrenia	0.137
IRF3	Q14653	Total cholesterol levels	-0.0143
IRF3	Q14653	Triglycerides	-0.0169
IRF3	Q14653	Basal cell carcinoma	-0.724
IRF3	Q14653	Cognitive performance	-0.217
IRF3	Q14653	Forced expiratory volume in 1-second (FEV1)	-0.109
IRF3	Q14653	Height	-0.125
IRF3	Q14653	Schizophrenia	0.864
IRF3	Q14653	Basal cell carcinoma	-0.408
IRF3	Q14653	Hypothyroidism/myxoedema	0.0249
ISLR2	Q6UXK2	Osteoarthritis	0.121
ISLR2	Q6UXK2	Urate	-0.0742
ISLR2	Q6UXK2	Glomerular filtration rate (estimated)	0.00888
ISLR2	Q6UXK2	Height	-0.125
ISLR2	Q6UXK2	Glomerular filtration rate (estimated)	0.00852
ISLR2	Q6UXK2	Height	-0.0885
ISLR2	Q6UXK2	Osteoarthritis	0.095
IST1	P53990	Apolipoprotein B	0.104
ITGA6	P23229	Pyruvate	-0.166
ITGAV	P06756	Height	-0.0446
ITGB2	P05107	HbA1c	-0.0403
ITGB7	P26010	Type 1 diabetes	0.736
ITIH1	P19827	Bipolar disorder	0.187
ITIH1	P19827	Body mass index	-0.0157
ITIH1	P19827	Cognitive performance	-0.0269
ITIH1	P19827	Glomerular filtration rate (estimated)	-0.00321
ITIH1	P19827	Height	0.0298
ITIH1	P19827	Low density lipoprotein cholesterol levels	-0.0165
ITIH1	P19827	Mood swings	0.00599
ITIH1	P19827	Non-HDL cholesterol levels	-0.0133
ITIH1	P19827	Osteoarthritis (hip or knee)	-0.0737
ITIH1	P19827	Osteoarthritis (hip)	-0.12
ITIH1	P19827	Pulse pressure	-0.254
ITIH1	P19827	Schizophrenia	0.0988
ITIH1	P19827	Systolic blood pressure	-0.26
ITIH1	P19827	Total cholesterol levels	-0.0137
ITIH1	P19827	Urate	0.0349
ITIH1	P19827	Bipolar disorder	0.829
ITIH1	P19827	Body mass index	-0.0849
ITIH1	P19827	Cognitive performance	-0.114
ITIH1	P19827	Glomerular filtration rate (estimated)	-0.0135
ITIH1	P19827	Height	0.14
ITIH1	P19827	Low density lipoprotein cholesterol levels	-0.0623
ITIH1	P19827	Osteoarthritis (hip or knee)	-0.364
ITIH1	P19827	Osteoarthritis (hip)	-0.632
ITIH1	P19827	Pulse pressure	-0.977
ITIH1	P19827	Schizophrenia	0.43
ITIH1	P19827	Systolic blood pressure	-1
ITIH1	P19827	Total cholesterol levels	-0.0499
ITIH3	Q06033	Abdominal subcutaneous adipose tissue adjusted for BMI and height (ASATadj)	-0.0999
ITIH3	Q06033	Body fat-free mass	0.0225
ITIH3	Q06033	Body mass index	0.0417
ITIH3	Q06033	Fasting insulin	-0.0289
ITIH3	Q06033	HbA1c	0.0244
ITIH3	Q06033	Height	-0.0169
ITIH3	Q06033	Hip circumference	0.0332
ITIH3	Q06033	Osteoarthritis	0.0751
ITIH3	Q06033	Osteoarthritis (hip or knee)	0.121
ITIH3	Q06033	Osteoarthritis (hip)	0.214
ITIH3	Q06033	Pulse pressure	0.373
ITIH3	Q06033	Schizophrenia	-0.226
ITIH3	Q06033	Urate	-0.027
ITIH3	Q06033	Weight	0.0321
ITIH3	Q06033	High density lipoprotein cholesterol levels	-0.0179
ITIH3	Q06033	Urate	0.0317
ITIH3	Q06033	Bipolar disorder	-0.403
ITIH3	Q06033	Body mass index	0.0325
ITIH3	Q06033	Glomerular filtration rate (estimated)	0.00725
ITIH3	Q06033	Height	-0.0673
ITIH3	Q06033	Low density lipoprotein cholesterol levels	0.0332
ITIH3	Q06033	Osteoarthritis (hip or knee)	0.155
ITIH3	Q06033	Osteoarthritis (hip)	0.251
ITIH3	Q06033	Pulse pressure	0.526
ITIH3	Q06033	Schizophrenia	-0.207
ITIH3	Q06033	Total cholesterol levels	0.0281
ITIH4	Q14624	Coronary artery disease	0.355
ITIH4	Q14624	Pulse pressure	1.46
ITIH4	Q14624	Systolic blood pressure	1.66
ITIH4	Q14624	Coronary artery disease	0.168
ITIH4	Q14624	Pulse pressure	0.69
ITIH4	Q14624	Systolic blood pressure	0.784
ITIH4	Q14624	Urate	0.0563
ITIH5	Q86UX2	Apolipoprotein A1	-0.095
ITIH5	Q86UX2	Body fat percentage	-0.0764
ITIH5	Q86UX2	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.267
ITIH5	Q86UX2	High density lipoprotein cholesterol levels	-0.0749
ITIH5	Q86UX2	Triglycerides	0.0723
IVD	P26440	Lung cancer	0.239
IVD	P26440	Height	0.0209
IVD	P26440	Lung cancer	0.225
KIAA0319	Q5VV43	Height	0.0122
KIT	P10721	C-reactive protein	0.182
KIT	P10721	Docosahexaenoic acid	-0.359
KIT	P10721	Omega-3 fatty acids	-0.396
KITLG	P21583	Primary sclerosing cholangitis	-1.96
KLB	Q86Z14	Small vessel disease	0.26
KLK8	O60259	Forced vital capacity (FVC)	0.0344
KRT5	P13647	Basal cell carcinoma	0.741
KRT5	P13647	Basal cell carcinoma	0.611
KRT5	P13647	Basal cell carcinoma	0.917
KYNU	Q16719	Forced expiratory volume in 1-second (FEV1)	-0.0121
KYNU	Q16719	Forced vital capacity (FVC)	-0.0129
KYNU	Q16719	Forced expiratory volume in 1-second (FEV1)	-0.0203
KYNU	Q16719	Forced vital capacity (FVC)	0.0233
KYNU	Q16719	Forced expiratory volume in 1-second (FEV1)	-0.0136
LAMB1	P07942	WHR	-0.0879
LAYN	Q6UX15	Hypertension	-0.0228
LAYN	Q6UX15	Urate	0.0396
LCAT	P04180	Apolipoprotein A1	0.246
LCAT	P04180	Apolipoprotein B	0.0723
LCAT	P04180	Docosahexaenoic acid	0.217
LCAT	P04180	Height	-0.0637
LCAT	P04180	High density lipoprotein cholesterol levels	0.264
LCAT	P04180	Linoleic acid	0.159
LCAT	P04180	Omega-3 fatty acids	0.186
LCAT	P04180	Omega-6 fatty acids	0.176
LCAT	P04180	Phosphatidylcholines	0.193
LCAT	P04180	Phosphoglycerides	0.183
LCAT	P04180	Polyunsaturated fatty acids	0.201
LCAT	P04180	Sphingomyelins	0.181
LCAT	P04180	Total cholesterol levels	0.118
LCAT	P04180	Total cholines	0.199
LDLRAP1	Q5SW96	Low density lipoprotein cholesterol levels	-0.0288
LDLRAP1	Q5SW96	Non-HDL cholesterol levels	-0.0265
LDLRAP1	Q5SW96	Total cholesterol levels	-0.0285
LDLRAP1	Q5SW96	Low density lipoprotein cholesterol levels	-0.123
LDLRAP1	Q5SW96	Total cholesterol levels	-0.108
LECT2	O14960	Height	0.0107
LEG1	Q6P5S2	Body fat mass	0.0232
LEG1	Q6P5S2	Body fat-free mass	0.019
LEG1	Q6P5S2	Height	0.0217
LEG1	Q6P5S2	Weight	0.0277
LEPR	P48357	Apolipoprotein A1	-0.0125
LEPR	P48357	C-reactive protein	0.0437
LEPR	P48357	Apolipoprotein A1	-0.0185
LEPR	P48357	High density lipoprotein cholesterol levels	-0.00959
LEPR	P48357	Albumin	-0.0777
LEPR	P48357	C-reactive protein	0.254
LEPR	P48357	Total cholines	-0.0584
LGALS3	P17931	WHR	0.018
LGALS3	P17931	Height	-0.0246
LGALS3	P17931	Small vessel disease	-0.398
LGALS3	P17931	WHR	0.0243
LGALS3	P17931	WHR	0.0157
LGALS3	P17931	Height	0.0168
LGALS8	O00214	Total cholesterol levels	-0.0234
LGALS9	O00182	Crohn's disease	-0.494
LGALS9	O00182	Inflammatory bowel disease	-0.391
LGALS9	O00182	Crohn's disease	-0.322
LGALS9	O00182	Inflammatory bowel disease	-0.236
LIFR	P42702	Height	-0.0245
LILRA5	A6NI73	Apolipoprotein A1	-0.0989
LILRA5	A6NI73	High density lipoprotein cholesterol levels	-0.143
LILRA5	A6NI73	Total cholesterol levels	-0.0449
LILRA5	A6NI73	Triglycerides	0.0329
LILRA5	A6NI73	Apolipoprotein A1	-0.0859
LILRA5	A6NI73	High density lipoprotein cholesterol levels	-0.125
LILRA5	A6NI73	Total cholesterol levels	-0.039
LILRA5	A6NI73	Triglycerides	0.0286
LILRA5	A6NI73	Apolipoprotein A1	-0.0873
LILRA5	A6NI73	Crohn's disease	0.139
LILRA5	A6NI73	High density lipoprotein cholesterol levels	-0.114
LILRA5	A6NI73	Sphingomyelins	-0.0466
LILRA5	A6NI73	Total cholesterol levels	-0.0376
LILRA5	A6NI73	Apolipoprotein A1	-0.0473
LILRA5	A6NI73	High density lipoprotein cholesterol levels	-0.07
LILRA5	A6NI73	Total cholesterol levels	-0.0203
LPA	P08519	Concentration of chylomicrons and extremely large VLDL	-0.158
LPA	P08519	High density lipoprotein cholesterol levels	-0.042
LPA	P08519	Saturated fatty acids	-0.0938
LPA	P08519	Triglycerides	0.0307
LPL	P06858	Apolipoprotein A1	0.188
LPL	P06858	Apolipoprotein B	-0.0671
LPL	P06858	C-reactive protein	-0.0402
LPL	P06858	High density lipoprotein cholesterol levels	0.191
LPL	P06858	Non-HDL cholesterol levels	-0.0743
LPL	P06858	Phosphatidylcholines	0.0979
LPL	P06858	Phosphoglycerides	0.0847
LPL	P06858	Triglycerides	-0.167
LRIG1	Q96JA1	Ascending aorta diameter	-0.0554
LRIG1	Q96JA1	Body fat-free mass	-0.00717
LRIG1	Q96JA1	Pulse pressure	0.205
LRIG1	Q96JA1	Type 2 diabetes	0.0535
LRIG1	Q96JA1	HbA1c	0.0129
LRIG1	Q96JA1	Pulse pressure	0.283
LRIG1	Q96JA1	Type 2 diabetes	0.0823
LRIG1	Q96JA1	Weight	-0.0187
LRRFIP1	Q32MZ4	Low density lipoprotein cholesterol levels	0.108
LRRFIP1	Q32MZ4	Total cholesterol levels	0.108
LRTM2	Q8N967	Accelerated pancreas age	0.744
LSP1	P33241	Hypertension	0.0427
LSP1	P33241	Low density lipoprotein cholesterol levels	-0.0346
LTA4H	P09960	Epilepsy (GGE)	-0.261
LTA4H	P09960	Vitamin D	-0.0844
LTBP2	Q14767	Body fat-free mass	0.0441
LTBP2	Q14767	Low density lipoprotein cholesterol levels	0.0764
LTBP2	Q14767	Non-HDL cholesterol levels	0.0878
LTBP2	Q14767	Pulse pressure	-1.18
LTBP2	Q14767	Systolic blood pressure	-1.69
LTBP2	Q14767	Total cholesterol levels	0.0852
LTBR	P36941	Crohn's disease	-0.195
LY75	O60449	Height	-0.00656
LY75	O60449	High density lipoprotein cholesterol levels	-0.00855
LYN	P07948	Height	-0.0603
M6PR	P20645	Apolipoprotein A1	0.0904
M6PR	P20645	Apolipoprotein B	0.0619
M6PR	P20645	Diastolic blood pressure	-0.586
M6PR	P20645	Glomerular filtration rate (estimated)	0.00678
M6PR	P20645	Height	0.0695
M6PR	P20645	High density lipoprotein cholesterol levels	0.0964
M6PR	P20645	Low density lipoprotein cholesterol levels	0.0903
M6PR	P20645	Non-HDL cholesterol levels	0.0932
M6PR	P20645	Systolic blood pressure	-0.923
M6PR	P20645	Total cholesterol levels	0.118
MAD1L1	Q9Y6D9	Educational attainment	-0.249
MAD1L1	Q9Y6D9	Osteoarthritis	0.474
MAN1A2	O60476	Vitamin D	-0.0231
MANSC1	Q9H8J5	Height	0.0137
MANSC1	Q9H8J5	Height	0.0221
MANSC1	Q9H8J5	Height	0.0167
MAP1LC3A	Q9H492	High density lipoprotein cholesterol levels	-0.323
MAP1LC3A	Q9H492	Schizophrenia	0.587
MAP1LC3A	Q9H492	Weight	0.31
MAP1LC3A	Q9H492	Apolipoprotein A1	-0.174
MAP1LC3A	Q9H492	Body fat-free mass	0.226
MAP1LC3A	Q9H492	Creatinine	0.296
MAP1LC3A	Q9H492	High density lipoprotein cholesterol levels	-0.214
MAP1LC3A	Q9H492	Hip circumference	0.156
MAP1LC3A	Q9H492	Triglycerides	0.117
MAP1LC3A	Q9H492	Weight	0.207
MAP2	P11137	Cognitive performance	0.107
MAP4K5	Q9Y4K4	Body mass index	0.0455
MAP4K5	Q9Y4K4	Height	-0.0596
MAP4K5	Q9Y4K4	Hypertension	0.0216
MAP4K5	Q9Y4K4	Non-HDL cholesterol levels	0.0402
MAP4K5	Q9Y4K4	Total cholesterol levels	0.0328
MAP4K5	Q9Y4K4	Triglycerides	0.0415
MAP4K5	Q9Y4K4	Vitamin D	0.0508
MAPK12	P53778	Body mass index	-0.0242
MAPK9	P45984	Height	0.0396
MAPK9	P45984	Height	0.0481
MAPK9	P45984	Height	0.0967
MAPKAPK2	P49137	Inflammatory bowel disease	0.167
MAPKAPK2	P49137	Ulcerative colitis	0.226
MAPKAPK2	P49137	Inflammatory bowel disease	0.312
MAPKAPK2	P49137	Ulcerative colitis	0.422
MAPKAPK2	P49137	Inflammatory bowel disease	0.176
MAPKAPK2	P49137	Ulcerative colitis	0.236
MAPKAPK2	P49137	Inflammatory bowel disease	0.369
MAPKAPK2	P49137	Ulcerative colitis	0.51
MARCO	Q9UEW3	Total cholesterol levels	-0.0235
MARK3	P27448	Body fat-free mass	-0.113
MARK3	P27448	Cognitive performance	0.15
MARK3	P27448	Glomerular filtration rate (estimated)	0.016
MARK3	P27448	Height	-0.144
MARK3	P27448	Vitamin D	-0.0995
MAX	P61244	Apolipoprotein A1	-0.0202
MAX	P61244	Body fat-free mass	0.0158
MAX	P61244	Height	0.0494
MAX	P61244	Body fat-free mass	0.0347
MAX	P61244	Height	0.11
MAX	P61244	Apolipoprotein A1	-0.0348
MAX	P61244	Body fat-free mass	0.0271
MAX	P61244	Height	0.085
MAX	P61244	Apolipoprotein A1	-0.107
MAX	P61244	Body fat-free mass	0.104
MAX	P61244	Height	0.279
MCEE	Q96PE7	High density lipoprotein cholesterol levels	0.097
MCEE	Q96PE7	High density lipoprotein cholesterol levels	0.0361
MDM1	Q8TC05	High density lipoprotein cholesterol levels	-0.0307
MEGF9	Q9H1U4	Educational attainment	-0.033
MEGF9	Q9H1U4	Height	-0.0496
MEGF9	Q9H1U4	High density lipoprotein cholesterol levels	-0.0275
MEGF9	Q9H1U4	Non-HDL cholesterol levels	0.0233
MEGF9	Q9H1U4	Pulse pressure	-0.46
MEGF9	Q9H1U4	Systolic blood pressure	-0.551
MEGF9	Q9H1U4	Triglycerides	0.033
MEP1A	Q16819	Glomerular filtration rate (estimated)	-0.00567
MERTK	Q12866	Triglycerides	0.0328
MET	P08581	Low density lipoprotein cholesterol levels	0.0284
MET	P08581	Non-HDL cholesterol levels	0.0395
MET	P08581	Triglycerides	0.0498
MET	P08581	Apolipoprotein B	0.0624
MET	P08581	Body mass index	0.0512
MET	P08581	Low density lipoprotein cholesterol levels	0.0424
MET	P08581	Non-HDL cholesterol levels	0.0578
MET	P08581	Total cholesterol levels	0.0368
MET	P08581	Triglycerides	0.0726
MET	P08581	Low density lipoprotein cholesterol levels	0.0555
MET	P08581	Non-HDL cholesterol levels	0.0615
MET	P08581	Total cholesterol levels	0.0662
METAP1	P53582	High density lipoprotein cholesterol levels	0.0831
METAP1	P53582	IGF-1	-0.205
METAP1	P53582	Triglycerides	-0.0624
METAP1	P53582	High density lipoprotein cholesterol levels	0.151
METAP1	P53582	IGF-1	-0.382
METAP1	P53582	Triglycerides	-0.113
MFAP4	P55083	Creatinine	-0.07
MFAP4	P55083	Glomerular filtration rate (estimated)	0.0107
MFAP4	P55083	Triglycerides	-0.0246
MFAP4	P55083	Creatinine	-0.0927
MFAP4	P55083	Glomerular filtration rate (estimated)	0.0142
MFAP4	P55083	Triglycerides	-0.0326
MFAP4	P55083	Triglycerides	-0.0313
MFAP4	P55083	Glomerular filtration rate (estimated)	0.0129
MFAP4	P55083	Triglycerides	-0.0295
MGMT	P16455	Creatinine	0.0399
MGMT	P16455	Total cholesterol levels	0.0419
MIA	Q16674	Glomerular filtration rate (estimated)	-0.0014
MINDY1	Q8N5J2	High density lipoprotein cholesterol levels	-0.0706
MINDY1	Q8N5J2	Triglycerides	0.0482
MINDY1	Q8N5J2	Type 2 diabetes	0.255
MINK1	Q8N4C8	Body mass index	0.147
MINK1	Q8N4C8	Glomerular filtration rate (estimated)	0.0211
MINK1	Q8N4C8	Height	-0.0735
MMAB	Q96EY8	Apolipoprotein A1	-0.0163
MMAB	Q96EY8	Concentration of chylomicrons and extremely large VLDL	-0.0376
MMAB	Q96EY8	High density lipoprotein cholesterol levels	-0.0206
MMAB	Q96EY8	Low density lipoprotein cholesterol levels	-0.0132
MMAB	Q96EY8	Non-HDL cholesterol levels	-0.0184
MMAB	Q96EY8	Phosphatidylcholines	-0.027
MMAB	Q96EY8	Phosphoglycerides	-0.0289
MMAB	Q96EY8	Pulse pressure	0.171
MMAB	Q96EY8	Saturated fatty acids	-0.0414
MMAB	Q96EY8	Systolic blood pressure	0.259
MMAB	Q96EY8	Total cholesterol levels	-0.0215
MMAB	Q96EY8	Total cholines	-0.0251
MMAB	Q96EY8	Apolipoprotein A1	-0.024
MMAB	Q96EY8	Concentration of chylomicrons and extremely large VLDL	-0.0467
MMAB	Q96EY8	High density lipoprotein cholesterol levels	-0.0305
MMAB	Q96EY8	Total cholesterol levels	-0.0246
MMAB	Q96EY8	Concentration of chylomicrons and extremely large VLDL	-0.0405
MMAB	Q96EY8	High density lipoprotein cholesterol levels	-0.0288
MMAB	Q96EY8	Linoleic acid	-0.0376
MMAB	Q96EY8	Low density lipoprotein cholesterol levels	-0.0126
MMAB	Q96EY8	Non-HDL cholesterol levels	-0.0195
MMAB	Q96EY8	Saturated fatty acids	-0.0479
MMAB	Q96EY8	Total cholesterol levels	-0.0254
MMP12	P39900	Remnant cholesterol	0.0393
MMP12	P39900	Stroke (any ischemic stroke)	-0.0865
MMP12	P39900	Stroke (large artery stroke)	-0.255
MMP12	P39900	Very low-density lipoprotein cholesterol	0.043
MMP12	P39900	Remnant cholesterol	0.0356
MMP12	P39900	Stroke (any ischemic stroke)	-0.0784
MMP12	P39900	Stroke (large artery stroke)	-0.231
MMP12	P39900	Very low-density lipoprotein cholesterol	0.0389
MMP9	P14780	Apolipoprotein A1	0.107
MMP9	P14780	Apolipoprotein B	0.133
MMP9	P14780	Body mass index	-0.0469
MMP9	P14780	Crohn's disease	-0.464
MMP9	P14780	High density lipoprotein cholesterol levels	-0.102
MMP9	P14780	Inflammatory bowel disease	-0.295
MMP9	P14780	Low density lipoprotein cholesterol levels	0.0414
MMP9	P14780	Non-HDL cholesterol levels	0.0705
MMP9	P14780	Triglycerides	0.115
MSR1	P21757	Triglycerides	0.0238
MSR1	P21757	Body fat percentage	-0.0164
MSR1	P21757	Triglycerides	0.0269
MSRA	Q9UJ68	Ascending aorta diameter	-0.652
MSRA	Q9UJ68	Body fat mass	-0.192
MSRA	Q9UJ68	Body fat-free mass	-0.134
MSRA	Q9UJ68	Concentration of chylomicrons and extremely large VLDL	0.471
MSRA	Q9UJ68	Forced expiratory volume in 1-second (FEV1)	0.144
MSRA	Q9UJ68	Height	0.0791
MSRA	Q9UJ68	Hip circumference	-0.213
MSRA	Q9UJ68	Hypothyroidism/myxoedema	0.0492
MSRA	Q9UJ68	Linoleic acid	0.317
MSRA	Q9UJ68	Neuroticism	0.348
MSRA	Q9UJ68	Omega-6 fatty acids	0.305
MSRA	Q9UJ68	Polyunsaturated fatty acids	0.296
MSRA	Q9UJ68	Saturated fatty acids	0.316
MSRA	Q9UJ68	Weight	-0.198
MST1	P26927	Body fat mass	0.012
MST1	P26927	Body fat percentage	0.00881
MST1	P26927	Crohn's disease	-0.149
MST1	P26927	Educational attainment	-0.0245
MST1	P26927	Glomerular filtration rate (estimated)	-0.00241
MST1	P26927	Height	0.00599
MST1	P26927	Inflammatory bowel disease	-0.154
MST1	P26927	Primary sclerosing cholangitis	-0.239
MST1	P26927	Ulcerative colitis	-0.15
MST1	P26927	Vitamin D	0.017
MST1	P26927	Weight	0.0102
MST1	P26927	Attention deficit and hyperactivity disorder	0.0619
MST1	P26927	Cognitive performance	-0.0282
MST1	P26927	Coronary artery disease	0.0584
MST1	P26927	Creatinine	0.0232
MST1	P26927	Crohn's disease	-0.116
MST1	P26927	Diastolic blood pressure	0.18
MST1	P26927	Educational attainment	-0.0409
MST1	P26927	Fasting glucose	0.0202
MST1	P26927	Forced expiratory volume in 1-second (FEV1)	-0.0175
MST1	P26927	Forced vital capacity (FVC)	0.018
MST1	P26927	Glomerular filtration rate (estimated)	-0.00177
MST1	P26927	Hip circumference	0.0136
MST1	P26927	Inflammatory bowel disease	-0.132
MST1	P26927	Mood swings	0.0102
MST1	P26927	Primary sclerosing cholangitis	-0.308
MST1	P26927	Systolic blood pressure	0.338
MST1	P26927	Ulcerative colitis	-0.148
MST1	P26927	Crohn's disease	-0.132
MST1	P26927	Height	-0.0228
MST1	P26927	Inflammatory bowel disease	-0.0882
MST1	P26927	Primary sclerosing cholangitis	-0.264
MTHFD1	P11586	Educational attainment	-0.0599
MTHFD1	P11586	Atrial fibrillation	0.478
MTHFD1	P11586	Educational attainment	-0.0979
MTHFD1	P11586	Height	0.0877
MTHFD1	P11586	Educational attainment	-0.0766
MTHFD1	P11586	Height	0.0687
MTHFSD	Q2M296	Height	-0.0218
MTHFSD	Q2M296	Height	-0.0157
MTHFSD	Q2M296	Height	-0.0174
MTIF3	Q9H2K0	Height	0.051
MTIF3	Q9H2K0	Height	0.0692
MTIF3	Q9H2K0	Height	0.0732
MTMR6	Q9Y217	Height	0.0548
MTMR6	Q9Y217	Intracranial aneurysm	-0.879
MTMR6	Q9Y217	Triglycerides	-0.0595
MYO9B	Q13459	Low density lipoprotein cholesterol levels	-0.135
MYO9B	Q13459	Non-HDL cholesterol levels	-0.135
MYO9B	Q13459	Total cholesterol levels	-0.152
MYOC	Q99972	High density lipoprotein cholesterol levels	0.0173
MYOC	Q99972	Triglycerides	-0.0141
MYOC	Q99972	High density lipoprotein cholesterol levels	0.0289
MYOC	Q99972	Triglycerides	-0.0241
NAAA	Q02083	Apolipoprotein A1	0.0148
NAAA	Q02083	High density lipoprotein cholesterol levels	0.0117
NAGK	Q9UJ70	Height	-0.0273
NAP1L4	Q99733	Total cholesterol levels	-0.00771
